doc_id,entity_id,source_class,title,body,published_at,url
PR_G000386_2026-01-12_02119,M:G000386,press_release,"Capitol Hill Report, 01-12-26","Senator Grassley’s weekly Capitol Hill Report is available HERE.

Topics include: Infrastructure Investment and Jobs Act funding, UnitedHealth Group’s Medicare billing practices, 2025 achievements and priorities for 2026, Grassley staff changes and the Afghan evacuee hearing.",2026-01-12,https://www.grassley.senate.gov/news/news-releases/capitol-hill-report-01-12-26
PR_G000386_2026-01-12_58710,M:G000386,press_release,"Grassley Report Details UnitedHealth’s Record of Appearing to Game the Medicare Advantage System, Turning Risk Adjustment into Its Own Business","Report based on over 50,000 pages of UnitedHealth Group documents provided to Grassley

WASHINGTON – Sen. Chuck Grassley (R-Iowa) released a majority staff report exposing UnitedHealth Group’s (UHG) record of what appears to be gaming the Medicare Advantage (MA) system, turning risk adjustment into its own business and siphoning off taxpayer money in breach of the program’s original intent. Grassley is a senior member and former chairman of the Senate Finance Committee. He currently chairs the Senate Judiciary Committee.

The report, “How UnitedHealth Group Puts the Risk in Medicare Advantage Risk Adjustment,” is based on a review of over 50,000 pages of UHG documents provided in response to Grassley’s congressional oversight requests, including internal training materials, policies, software documentation and audit tools. It shows how the company uses certain resources and strategies to capture a higher number of diagnoses and diagnosis codes than any other Medicare Advantage organization (MAO), resulting in higher payments from the Centers for Medicare and Medicaid Services (CMS) than any of its peers.

“Medicare Advantage is an important option for America's seniors, but as the program adds more patients and spends billions in taxpayer dollars, Congress has a responsibility to conduct aggressive oversight. Bloated federal spending to UnitedHealth Group is not only hurting the Medicare Advantage program, it’s harming the American taxpayer. My investigation has shown UnitedHealth Group appears to be gaming the system and abusing the risk adjustment process to turn a steep profit. Taxpayers and patients deserve accurate, clear-cut and fair risk adjustment processes,” Grassley said.

Read the full report HERE, and view the documents released by Grassley below:

Part 1

Part 2

Part 3

Part 4

Part 5

Part 6

Background:

More than half of Medicare beneficiaries are currently enrolled in Medicare Part C, known as Medicare Advantage (MA). CMS pays each MAO a monthly, risk-adjusted amount for each beneficiary enrolled in their plans.

The MA risk adjustment is meant to pay MAOs more for sicker enrollees with higher health care expenditures, so MAOs will not avoid enrolling sicker patients. The MA risk adjustment is based on enrollees’ diagnoses, as well as demographics. This means enrollees with more diagnoses generally have higher risk scores and generate higher relative monthly payments for MAOs. MAOs with more resources and superior strategies like UHG can capture more diagnoses and diagnosis codes to receive higher payments than less-resourced organizations. This seems contrary to the sixth principle of CMS’s Hierarchical Condition Categories (CMS-HCC), “the diagnostic classification should not reward coding proliferation.”

Key Findings:

Staff discovered UHG uses aggressive strategies to maximize its risk adjustment scores, appearing to leverage its size, vertical integration and data analytic capabilities to stay ahead of crackdowns by CMS aimed at counteracting overpayments due to coding intensity.

The company’s outsized influence among MAOs creates its own concerns. As UHG sells its insights and workforce to other MAOs, the company’s actions in response to CMS changes to the risk adjustment model can rapidly permeate the entire MA industry.

Key Finding One: UHG’s Specialized Workforce Designed to Drive the Scheme

UHG’s robust diagnosis capture workforce is enhanced by the company’s substantial data assets and AI capabilities, including the following:

Nurse practitioners employed or contracted by UHG to visit enrollees in their homes and assess current health status (known as in-home health risk assessments or HRAs);

Coders employed or contracted by UHG to conduct secondary chart reviews of external medical records to identify documented conditions not listed on invoices;

External providers paid or incentivized by UHG to assess enrollees for certain diagnoses and submit the corresponding diagnosis codes (known as “pay-for-coding""); and

Formally and informally integrated primary care providers and specialists whose diagnosis capture workflows are controlled by UHG.

UHG’s workforce does more than capture diagnoses used to maximize risk scores. Its in-home HRA providers also screen enrollees, including those in rural areas, for conditions using point-of-care technologies, which reduces barriers and expands access to care.

Other MAOs contract with UHG to provide in-home HRAs to their enrollees, to retrieve and review the charts of their enrollees and to support their own pay-for-coding programs.

Key Finding Two: UHG’s Ability to Rapidly Adapt to CMS Crackdowns

UHG appears uniquely suited to continuously identify new opportunities to capture untapped risk score-garnering diagnoses, due to its enhanced data assets, AI capabilities and clinical documentation expertise. These opportunities can occur when UHG identifies, in part, through reviews of research studies and recommendations from clinical societies:

New screening practices or technologies;

Diagnoses that can be made based on probability rather than definitive testing;

Diagnoses that can be reflexively applied in the presence of other diagnoses; and

Diagnoses that do not have well-defined diagnostic thresholds.

UHG deploys its in-home HRA, pay-for-coding and integrated provider workforce to capture these targeted diagnoses using the company’s circumscribed screening guidelines and diagnostic criteria, with the support of data analytics.

UHG-aligned providers document the diagnoses and the criteria supporting the diagnoses in UHG enrollees’ medical records, and UHG-aligned medical coders code the diagnoses in alignment with the company’s coding guidelines.

UHG sells its diagnostic criteria and coding guidelines to other MAOs, creating new “standard” definitions for these diagnoses and diagnosis codes within the MA space.

With no universally recognized, clear-cut criteria for defining many diagnoses and codes, it is difficult to determine if the criteria perpetuated by UHG is appropriate.

Examples:

Opioids:

Based on the documents provided, UHG guidance tells providers to diagnose “physical dependence” of opioids in patients who take prescribed opioids as directed and would have withdrawal syndrome due to “abrupt cessation” or “rapid dose reduction.” Meaning, an enrollee does not need to have experienced withdrawal symptoms to receive the diagnosis. By doing so, UHG can capture certain diagnostic codes for opioid dependence that apply to moderate and severe opioid use disorder, even in patients taking prescribed opioid medications as directed for pain.

Alcohol Use Disorder:

Based on the documents provided, UHG has directed its providers to diagnose patients with “alcohol use, unspecified” and “unspecified alcohol-induced disorder” if an alcohol disorder is present but definitive criteria for either “abuse” or “dependence” cannot be determined.

While UHG guidance states the diagnosis can be made based on the results of alcohol use disorder screening tools (including the four-question CAGE questionnaire), the Diagnostic and Statistical Manual of Mental Disorders (DSM), recognized as the authoritative guide on diagnostic criteria for mental disorders, states a positive CAGE result is not sufficient to make a substance use disorder diagnosis.

In cases when a provider does not change an auto-populated alcohol dependency diagnosis with a more appropriate one within the system, the potentially erroneous diagnosis could stick with the patient in perpetuity. This is due to UHG’s instruction directing providers to diagnose enrollees with a past medical history of alcohol dependence with an “alcohol dependence, in remission” diagnosis.

Dementia:

The Alzheimer’s Association recommends screening Medicare beneficiaries for dementia each year through a combination of history-taking and a brief objective cognitive assessment. Patients with a positive screen should receive a full dementia evaluation to determine the appropriate diagnosis. However, based on the documents provided, UHG has taught its providers that dementia can generally be diagnosed with just two of the following: “abnormal [objective cognitive assessment], disorientation on [physical exam], memory problems on [review of systems], and loss of independence with [activities of daily living].”

In 2014, CMS removed dementia from its list of codes (CMS-HCC), partly due to concerns over upcoding. After CMS reintroduced the code in 2020, researchers found that “annual incident dementia diagnosis rates in MA increased by 11.5%” relative to traditional Medicare.

Past Grassley Actions:

Grassley chaired the Senate Finance Committee in 2003 when MA became law. Since then, he has been both an advocate and a watchdog for the MA program. Since 2015, he has pressed CMS and the Department of Justice to recover improper payments made to MAOs like UnitedHealth Group.

Last February, Grassley wrote to UnitedHealth, demanding detailed information on the company’s Medicare billing practices.

Grassley authored the 1986 legislation that strengthened the False Claims Act, which has recouped more than $78 billion for taxpayers since becoming law. In 2011, Benjamin Poehling, a former finance director at UHG, filed an ongoing suit under the False Claims Act (FCA), alleging when UHG used chart reviews and in-home HRAs to find opportunities to add codes, the company simultaneously ignored or failed to look for evidently inaccurate codes that were included in billing statements from healthcare providers. UHG would then allegedly submit these inaccurate codes to CMS to garner higher risk scores and MA payments.",2026-01-12,https://www.grassley.senate.gov/news/news-releases/grassley-report-details-unitedhealths-record-of-appearing-to-game-the-medicare-advantage-system-turning-risk-adjustment-into-its-own-business
PR_R000122_2026-01-12_16425,M:R000122,press_release,Reed & Whitehouse Team Up with Protect Our Healthcare Coalition to Urge U.S. Senate to Extend ACA Tax Credits & Lower Health Care Costs for RIers,"WARWICK, RI – Over 48,000 Rhode Islanders depend on HealthSource RI for health insurance coverage to protect themselves and their families. Those Rhode Islanders are facing huge increases in their health insurance premiums because of Republican inaction on extending critical Affordable Care Act (ACA) enhanced tax credits that expired on January 1, 2026.

As a result, about 13,000 are expected to go without health insurance altogether which will strain the state’s health care system and hike up costs for others.

U.S. Senators Jack Reed and Sheldon Whitehouse today joined leading advocates from the Protect Our Healthcare Coalition to call on Congress to extend the ACA tax credits and stop health care premiums from skyrocketing for Rhode Island families. The group noted that the issue impacting thousands of Rhode Islanders is also taking its toll nationwide as obstruction by President Trump and Congressional Republican leaders is making health coverage more expensive for millions of Americans.

“President Trump and Republican leaders in Congress are seemingly hell-bent on upending our nation’s health care system. Together, they have slashed $1 trillion from Medicaid, rejected basic medical knowledge on vaccines, and halted life-saving medical research to develop cures and treatments for debilitating diseases, all while making health insurance more expensive and putting basic care further out of reach for millions of Americans,” said Senator Reed. “As so many of our advocates pointed out today – the estimated 13,000 Rhode Islanders who will be priced out of their insurance through HealthSourceRI this year represent only the tip of the iceberg. We need urgent action to help these struggling families and bolster our state’s health care system. Congress must use every tool at our disposal to lower health care costs for all Americans, strengthen care, and ensure every American can have the peace of mind of being insured and having access to affordable health care when they need it.

“Republicans in Congress are feeling the heat of millions of Americans who are about to see their health care costs explode because of their inaction,” said Senator Whitehouse. “We now have a real opportunity to extend the ACA tax credits and save thousands of Rhode Islanders from a looming crisis. I applaud the Protect Our Healthcare Coalition and state leaders for lessening the blow on Rhode Island families while we keep up the pressure in Washington.”

ACA tax credits scale with income. Without the enhanced subsidies for lower- and middle-income individuals, enrollees are facing an average of 101 percent increases for their health premiums while some are seeing their costs rise by over 500 percent. Rhode Island’s economy stands to lose nearly $60 million in federal health subsidies, according to the Protect Our Healthcare Coalition, along with tens of millions of dollars in federal funding that would have flowed to local health care providers if Republicans had joined Democrats to extend the enhanced ACA tax credits.

“The Affordable Care Act is working in Rhode Island, but the promise of affordable and meaningful coverage for all is under threat,” said Shamus Durac, Senior Attorney and Health Policy Analyst with RIPIN and co-chair of the Protect Our Healthcare Coalition. “Because of the expiration of the enhanced premium tax credits, the more than 40,000 Rhode Islanders who rely on HealthSource RI for their coverage face astronomical out-of-pocket increases for their monthly premiums. On average, these enrollees will see their monthly costs double, and many low- and moderate-income people see even higher increases, sometimes facing bills that have gone up by hundreds of dollars a month. Without immediate action, we know that many of our friends, family members, and neighbors risk losing the coverage they need to be able to go to the doctor, get their prescriptions, and stay healthy. Fortunately, the House of Representatives has passed a clean extension of the enhanced premium tax credits, supported by Representatives from both parties, and we're thankful that Senators Reed and Whitehouse are calling on the Senate to do the same and protect Rhode Islanders' health coverage.”

“We have just a few weeks left to go in Open Enrollment, and what we’re seeing and hearing from our customers is fear about their ability to stay covered, uncertainty in hard choices about paying significantly higher premiums, and a tendency to choose less comprehensive levels of coverage now that the enhanced tax credits have expired,” said HealthSource RI Director Lindsay Lang. “We’ve been anticipating this for months, and now that it is playing out, the impact to our residents and our healthcare system will be felt almost immediately. A reversal in our hard-fought uninsured rate is not a future we want for Rhode Islanders and it is not a future our healthcare system can sustain.”

“Affordable health care is the cornerstone of health equity and community stability. At Neighborhood Health Plan of Rhode Island (Neighborhood), we believe no one should ever have to choose between their health and financial security. Yet without the extension of enhanced premium tax credits, that is the reality many Rhode Islanders face,” said Elizabeth McClaine, Neighborhood’s Vice President of Commercial and Medicaid Products. “Many Rhode Islanders rely on these credits as a lifeline to coverage, and without them, families confront the unthinkable choice of going without care. This is why Neighborhood proudly stands with Senators Jack Reed and Sheldon Whitehouse in urging the U.S. Senate to act now to protect access to affordable and equitable health care for all. Affordable health care should never be out of reach.”

On January 8, the U.S. House of Representatives voted 230-196 for a bipartisan bill to extend ACA premium tax credits by three years. Seventeen House Republicans voted with Democrats after a discharge petition allowed House lawmakers to bypass Speaker Mike Johnson’s (R-LA) control of the legislative voting agenda.

Building on this momentum, Senators Reed and Whitehouse travelled back to the nation’s capital following the event to continue advocating for an immediate vote in the U.S. Senate to pass a clean, three-year extension of the enhanced ACA tax credits.",2026-01-12,https://www.reed.senate.gov/news/releases/reed-and-whitehouse-team-up-with-protect-our-healthcare-coalition-to-urge-us-senate-to-extend-aca-tax-credits_lower-health-care-costs-for-riers
PR_T000278_2026-01-12_32736,M:T000278,press_release,"Tuberville, Senate Republicans Blast Tim Walz for Child Care Fraud and Demand Accountability for American Taxpayers","WASHINGTON – U.S. Senator Tommy Tuberville (R-AL) joined U.S. Senator Bill Cassidy (R-LA) and the entire Senate Republican Conference in demanding accountability from outgoing Minnesota Governor Tim Walz amid widespread reports of fraud and abuse of federal child care funding in Minnesota.

This effort is in conjunction with the Trump administration, which has paused child care funding to Minnesota and other states pending verification and audits of how funds were used. There is also a current federal investigation into large-scale fraud in Minnesota’s social services programs.

“We write to express serious concern regarding recent reports and federal investigations alleging widespread fraud and misuse of federal funds within Minnesota’s state-administered child care assistance programs. The state’s apparent negligent management of federal funds raises significant concerns about the adequacy of the state’s oversight, verification, and compliance systems for safeguarding taxpayer dollars intended to support vulnerable children and working families. Unfortunately, these latest reports appear to reflect only the tip of the iceberg,” the senators wrote.

Read full text of the letter below or here.

“Dear Governor Walz:

We write to express serious concern regarding recent reports and federal investigations alleging widespread fraud and misuse of federal funds within Minnesota’s state-administered child care assistance programs. The state’s apparent negligent management of federal funds raises significant concerns about the adequacy of the state’s oversight, verification, and compliance systems for safeguarding taxpayer dollars intended to support vulnerable children and working families. Unfortunately, these latest reports appear to reflect only the tip of the iceberg.

Federal prosecutors have been conducting a broader investigation of large-scale fraud in Minnesota’s social services programs. Some authorities estimate that billions in federal funds across various programs, including child care, nutrition, Medicaid, and housing assistance, may have been misappropriated since 2018. One example includes the “Feeding Our Future” scheme, where more than 50 individuals were convicted for diverting hundreds of millions of dollars in pandemic relief funds intended for school meals.

Under the leadership of President Trump, the U.S. Department of Health and Human Services (HHS) has acted promptly to freeze child care payments to Minnesota pending verification and audits of how funds were used.The Constitution grants Congress the power of the purse, and the United States Senate is exercising its duty to ensure proper stewardship of federal taxpayer dollars for child care programs, and we take this responsibility very seriously. To that end, we are writing to request detailed responses to the following questions, on a question-by-question basis, no later than Thursday, January 22, 2026:

Please describe the state’s ongoing efforts to comply with federal directives to conduct a comprehensive audit of child care centers identified as high-risk.

What is the state’s estimated timeframe to achieve full compliance?

Please detail any additional verification requirements Minnesota has adopted or plans to implement in the near term to support proof of legitimate use of federal child care payments. In your response, please specify whether these verification requirements apply to each federal funding stream used to support Minnesota’s child care programs, including the Child Care and Development Block Grant (CCDBG), COVID-19 pandemic relief funds, and any other sources of federal taxpayer dollars. Please also indicate whether any of the providers identified as high-risk receive Head Start or Early Head Start funding.

How often does the state conduct on-site monitoring, inspections, or investigative visits of licensed, registered, and state-exempt child care providers that receive child care subsidies?

How many investigations has the state conducted since January 1, 2018, and what evidence of fraud has been uncovered?

Please detail specific examples of fraudulent billing, including but not limited to billing for children who did not exist or were not present; falsifying attendance records and/or names; enrolling ineligible children to increase reimbursement; overbilling for services not provided; and using fake business structures to draw down additional public funds.

Please describe the prior compliance and enforcement efforts the state has undertaken to address concerns about accountability raised in previous federal audits documenting oversight shortcomings in Minnesota’s child care assistance program.

Please list all regulatory and oversight actions (as well as technology and systems improvements for fraud prevention) that the state has undertaken since January 1, 2018, in response to the findings of federal audits documenting the systemic misuse of welfare funds, including but not limited to the May 2025 HHS Office of Inspector General (OIG) audit report.

Please include the dates of implementation and scope of all mandated reforms to comply with federal audits.

In the May 2025 HHS OIG audit report, the OIG made the following three recommendations: (1) recover identified overpayments; (2) strengthen monitoring of attendance records; and (3) implement real-time electronic attendance reporting, as previously recommended by the Legislative Auditor. As of the end of 2025, these recommendations remain open, indicating that they have not been completely adopted by the state. Why have these recommendations not been completely adopted by the state, and who made the decisions not to expeditiously move forward with adopting the OIG’s recommendations?

Please describe any additional reforms Minnesota has evaluated for potential implementation to prevent fraud in the state’s federally funded welfare programs, including but not limited to individual registration requirements, use of fingerprinting technologies, etc.

Please provide detailed documentation for all providers receiving federal child care funds from the state of Minnesota since January 1, 2018, including attendance records, licenses, inspection and monitoring reports, complaints, and investigations.

Sincerely,”

Senator Tommy Tuberville represents Alabama in the United States Senate and is a member of the Senate Armed Services, Agriculture, Veterans’ Affairs, HELP and Aging Committees.

###",2026-01-12,https://www.tuberville.senate.gov/newsroom/press-releases/tuberville-senate-republicans-blast-tim-walz-for-child-care-fraud-and-demand-accountability-for-american-taxpayers/
PR_W000800_2026-01-12_36074,M:W000800,press_release,"Welch, Barrasso Lead Bipartisan Effort to Expand Access to Genetic Counselor Services","WASHINGTON, D.C. – U.S. Senators Peter Welch (D-Vt.) and John Barrasso (R-Wyo.), alongside Senators Jacky Rosen (D-Nev.) and Shelley Moore Capito (R-W.Va.), reintroduced the Access to Genetic Counselor Services Act, bipartisan legislation to expand Medicare coverage of genetic counseling services and improve access for seniors and rural communities nationwide. The Senators’ legislation would establish Medicare coverage of genetic counseling services furnished by licensed or certified genetic counselors and reimburse providers for their lifesaving work.

Genetic counselors are licensed health care professionals who help patients understand inherited health risks and interpret genetic test results. There are nearly 7,000 certified genetic counselors in the United States, and the workforce continues to grow. This guidance can help patients and their doctors make informed care decisions, personalize treatment plans, and support earlier and more accurate disease detection.

“Genetic testing and counseling play an essential role in helping Vermonters and their families better understand their health. That includes helping cancer patients access personalized medicine to ensure they get the best possible care. But these services are few and far between in Vermont, leaving rural communities and patients behind,” said Senator Welch. “I’m proud to join Senator Barrasso in the fight to ensure every patient has the opportunity to make informed decisions about their health care.”

“Coverage for genetic counseling can be life-saving for many patients – especially those facing a cancer diagnosis. By increasing access to these critical services, genetic counselors can help doctors provide clear treatment plans for patients in a timely manner,” said Senator Barrasso. “Our bill will ensure patients in Wyoming and across the country can access the high-quality, life-saving care they deserve as quickly as possible.”

“Genetic counselors help patients figure out what type of care is best for them, often in life-saving situations,” said Senator Rosen. “This bipartisan bill will make sure they can provide that care for as many patients as possible. I’ll keep working to provide quality, affordable health care for Nevada families.”

“Genetic counseling plays an important role in modern medicine, particularly for patients facing serious or inherited health conditions. By recognizing genetic counselors as Medicare providers, this bipartisan legislation will help reduce barriers to care, shorten wait times, and expand access to these critical services—especially for seniors in rural states like West Virginia,” said Senator Capito.

The Access to Genetic Counselor Services Act of 2026 is endorsed by the University of Vermont Health Cancer Genetics and Prevention Program, and the National Society of Genetic Counselors.

“This bill would help us better serve many patients in our cancer genetics program at University of Vermont Health, as well as in other clinical areas of our health system. That’s because access to the latest genomic information at the time of a cancer diagnosis can positively impact treatment plans, help identify future cancer risks and benefit family members. Genetic counselors play a key role in providing access to this important information. Many patients who receive cancer diagnoses are covered by Medicare, and not having access to genetic counselors creates significant barriers to accessing critical health information for those patients. I am grateful that Senator Peter Welch supports this effort to help Medicare patients have access to genetic counselors so they can receive the necessary genomic information for their health care,” said Wendy McKinnon, Lead Cancer Genetic Counselor, UVM Health in the Cancer Genetics and Prevention Program.

“As a genetic counselor, I know how Medicare beneficiaries face unnecessary barriers to accessing the care they need,” said Carrie Haverty, MS, CGC, President-Elect, National Society of Genetic Counselors. “Our expertise goes far beyond interpreting test results – we help patients understand complex diagnoses, support informed decision-making, and provide compassionate counseling during some of the most difficult moments in their lives. These conversations empower patients, improve health outcomes, strengthen adherence to recommended treatments, and ultimately help reduce overall health care costs. Recognizing genetic counselors as Medicare providers is a critical step toward ensuring that every patient can access the comprehensive support they serve.”

This Congress, Senator Welch has led the introduction of several bills to make health care more accessible and affordable for Vermonters, including the 340B Pharmaceutical Access To Invest in Essential, Needed Treatments & Support (PATIENTS) Act, Eliminating Thickets to Improve Competition (ETHIC) Act, Maximizing Opioid Recovery Emergency (MORE) Savings Act, Share the Savings with Seniors Act, Comprehensive Alternative Response to Emergencies (CARE) Act, Strengthening Medicare and Reducing Taxpayer (SMART) Prices Act, Social Security Emergency Expansion Act, Fair Prescription Drug Prices for Americans Act, End Price Gouging for Medications Act, Creating Opportunities Now for Necessary and Effective Care Technologies (CONNECT) for Health Act, Protecting Pharmacies in Medicaid Act, Fair Funding for Rural Hospitals Act, Repealing the Trump Sick Tax Act, and the Rural Hospital Support Act.

Read and download the full text of the bill.

###",2026-01-12,https://www.welch.senate.gov/welch-barrasso-lead-bipartisan-effort-to-expand-access-to-genetic-counselor-services/
PR_Z000018_2026-01-12_43905,M:Z000018,press_release,ICYMI: Historic $233 Million Investment in Rural Health Care Headed to Montana,"Washington, D.C. - In December, the Centers for Medicare & Medicaid Services announced that Montana will receive more than $233 million in Fiscal Year 2026 through the Rural Health Transformation Program. This funding is part of the landmark “One Big Beautiful Bill,” which Congressman Zinke supported and was signed into law in July. It represents the largest federal investment in rural health care in U.S. history. Montana secured the fourth-largest allocation of any state.

“This historic funding is a game changer for Montana’s rural communities,” said Zinke. “Access to quality health care close to home is essential and has historically been hard to come by for our families and workers in small towns. As anyone living in the rural West knows, D.C.’s one-size-fits-all solutions don’t work in our communities. This investment empowers Montana’s health care workers and officials to keep our communities healthy in a way that makes sense for Montana and our way of life.”

Montana will use this funding to boost the rural healthcare workforce, secure financial stability for providers, and focus on prevention and community health. It also aims to expand technology through improved interoperability and electronic medical record upgrades. Key initiatives include creating a Rural Center of Excellence, launching new care and payment models, implementing SNAP waivers, forming an EMS Compact, and introducing Medicaid reforms like telehealth and remote patient monitoring.

Read Centers for Medicare & Medicaid Services press release here.

Read the Montana program funding summary here.

###",2026-01-12,https://zinke.house.gov/media/press-releases/icymi-historic-233-million-investment-rural-health-care-headed-montana
PR_A000055_2026-01-13_54265,M:A000055,press_release,Congressman Aderholt Highlights Family-Focused Priorities as RSC Unveils Reconciliation 2.0 Framework,"WASHINGTON, D.C. –Congressman Robert Aderholt (AL-04), Chairman of the House Values Action Team (VAT), participated today in a news conference alongside Republican Study Committee leadership to commend the release of the RSC’s framework for a second reconciliation bill, commonly referred to as Reconciliation 2.0.

Speaking as both VAT Chairman and an RSC Member, Congressman Aderholt praised the framework as a critical opportunity to secure additional conservative wins, codify key presidential executive actions, and rein in wasteful spending initiated under the Biden Administration.

“The House Values Action Team is a caucus of Members committed to defending and advancing what we call civilizational issues, family, faith, and freedom,” said Aderholt. “I am proud to stand with Chairman August Pfluger and my RSC colleagues to commend this framework for a second reconciliation bill, which represents our best opportunity to deliver lasting, conservative reforms for the American people.”

Congressman Aderholt highlighted several provisions in the framework that are of particular importance to VAT Members, including:

• Eliminating the marriage penalty in the Child Tax Credit, ensuring families are not financially punished for marriage.

• Fixing 401(k) contribution maximums that currently disadvantage families with a single working parent.

• Making permanent the ban on federal funding for abortion providers, a key victory from the first reconciliation bill that is set to expire on July 4, 2026, unless Congress acts.

• Eliminating Medicaid and ACA tax credit funding for gender procedures and elective abortions.

• Establishing an excise tax on higher education institutions that allow biological males to compete in female sports.

“These policies are about standing up for families and making sure federal law reflects common sense and core American values,” Aderholt said. “Republicans are working to deliver for the American family, and Reconciliation 2.0 does exactly that.”

Congressman Aderholt’s full remarks from today’s news conference can be viewed here:

https://youtu.be/3_Q5Et3ORi8

The RSC’s Reconciliation 2.0 framework will guide House Republicans as they move forward with the next reconciliation package in the coming months.

###",2026-01-13,https://aderholt.house.gov/media-center/press-releases/congressman-aderholt-highlights-family-focused-priorities-rsc-unveils
PR_B001318_2026-01-13_89699,M:B001318,press_release,Rep. Becca Balint’s Statement on Passage of ACA Premium Tax Credits Extension,"WASHINGTON, D.C. – Today, U.S. Representative Becca Balint (VT-AL) released the following statement following passage of Democrats’ three-year extension of the Affordable Care Act (ACA) premium tax credits:

“During what has been a really hard week for Americans, I am grateful to share the good news that we were able to secure House passage of a three-year extension of the ACA premium tax credits – a crucial step forward in our work to address soaring health care costs. In the end, several Republican members joined us, Speaker Johnson’s work to keep this from getting to the floor failed, and the collective voice of the American people prevailed.

“Now, we need the Senate to do its part to get this across the finish line so we can focus on finding long-term solutions for our expensive, broken health care system. I encourage all Vermonters to keep the pressure on, share your stories, and make your voices heard.”

###",2026-01-13,https://balint.house.gov/news/documentsingle.aspx?DocumentID=640
PR_F000446_2026-01-13_60192,M:F000446,press_release,Feenstra Backs Legislation to Deport Illegal Immigrants Who Steal Taxpayer-Funded Benefits,"WASHINGTON, D.C. – Today, U.S. Rep. Randy Feenstra (R-Hull) cosponsored the Deporting Fraudsters Act, which would ensure that illegal immigrants who defraud the U.S. government or steal taxpayer dollars are deported and inadmissible for re-entry into the United States.

“Programs like Medicare and Social Security are vital taxpayer-funded programs and must be safeguarded against fraud. Illegal immigrants who fraudulently enroll and exploit these programs must be held accountable for their crimes,” said Rep. Feenstra. “That’s why I’m glad to support legislation to ensure that illegal immigrants who defraud taxpayers are deported and never allowed back into our country. I will always protect Iowa taxpayers from fraud and honor our promise to Iowa seniors and workers that they receive the benefits they have earned.”

###",2026-01-13,https://feenstra.house.gov/media/press-releases/feenstra-backs-legislation-deport-illegal-immigrants-who-steal-taxpayer-funded
PR_F000469_2026-01-13_65582,M:F000469,press_release,"Fulcher applauds “incredibly impressive” military operation in Venezuela, highlights legislative priorities, rural healthcare","By Stephanie Lucas | Local News 8

IDAHO FALLS, Idaho (KIFI) — A week after the U.S. military successfully ousted Nicolás Maduro, Congressman Russ Fulcher had high praise for the plan’s execution. Speaking with Local News 8, Rep. Fulcher praised the “complete coordination” of the Venezuelan mission before pivoting to highlight his legislative priorities for this upcoming session.

“I just have to tell you, it’s an incredibly impressive operation,” said Congressman Fulcher. “First of all, we just have to understand there’s no other entity on the planet that can pull that off the way they did. Complete coordination across all branches of the military, plus the intelligence community, multiple different groups in the intelligence community.”

Fulcher also gave his take on what the U.S. actions in Venezuela could indicate on the world stage.

“Regardless of what you think about the action itself, the fact that it got pulled off the way that it did has put China on notice. They’re there. I guarantee you they’re looking at Taiwan a little bit differently right now. Russia is looking a little bit differently at Cuba right now.”

Fulcher outlined his reasons for support on the actions taken, citing Maduro’s past interactions with drugs and the United States.

[…]

Fulcher also affirmed his support for President Trump, saying, “I think the president was justified in this action because at the end of the day, what was he doing? He was protecting American lives. This person [Maduro] had been identified and charged many years ago. And it took a long time to get him, but they got him.”

Priorities for next legislative session

Beyond the military operation in Venezuela, Rep. Fulcher spoke about his priorities in the next congressional session, highlighting concerns over health care.

“Are we going to increase the subsidies to try to keep a broken system going, or are we going to do some meaningful reform? And the meaningful reform has to take place. And that’s where I stand,” Fulcher said, explaining why he does not want to extend Affordable Care Act subsidies. “And how that works,” he continued, “is you’ve got to re-insert market forces again. You’ve got to give the patient the control of the money directly over their health care decisions.”

“And that’s what we’re attempting to do,” he continued. “But it’s incredibly complicated, and I’m not trying to sidestep that decision in front of us. But that’s why it hasn’t been fixed – is because it’s so difficult to fix. But that’s the next challenge, and that’s what we’re working on right now.”

Congressman Fulcher also addressed Idaho Governor Brad Little’s recent announcement that the State of Idaho will receive close to $1 billion over five years to improve rural healthcare through grants from the “One Big Beautiful Bill” Act.

“Well, I fought for that, and I’ll tell you why,” said Congressman Fulcher. “Because the existing system tends to favor the large urban blue state populous. I mean, that’s just how that is designed. And that was part of the – that’s part of the problem of the Affordable Care Act. The rural systems and much of Idaho is in that, is left behind just by virtue of how that system is designed. And so we fought for that in a big way. And we know that we have to keep our rural health care system healthy and reinsert some support there, because that’s not where those dollars naturally flow.”",2026-01-13,https://fulcher.house.gov/2026/01/13/fulcher-applauds-incredibly-impressive-military-operation-in-venezuela-highlights-legislative-priorities-rural-healthcare/
