doc_id,entity_id,window,title,body,published_at,url
PR_D000563_2025-09-11_35288,M:D000563,early,"Durbin Meets With Cook County Board Of Commissioners, Toni Preckwinkle, and Cook County Health Leadership","WASHINGTON – U.S. Senate Democratic Whip Dick Durbin (D-IL) met with Cook Country Board of Commissioners, Toni Preckwinkle, as well as leadership of Cook County Health to discuss Medicaid cuts in President Trump and congressional Republicans’ One Big Beautiful Bill Act (OBBBA). They also discussed President Trump’s continued attacks on Chicago, in addition to his deployment of ICE agents to the city on Monday as part of his newly announced “Operation Midway Blitz.”

“The Trump Administration, and President Trump himself, has caused fear and chaos in Cook County. Just last weekend, he posted a grotesque image on social media stating that Chicago is ‘about to find out why it’s called the Department of WAR,’” said Durbin. “As the President continues to try to tear down our city, I’m glad I was able to meet with President Preckwinkle and Cook County Health Leadership to discuss ways we can push back on his cruel policies. We also discussed the devastating health impacts the so-called ‘Big Beautiful Bill’ will have on Cook County. The Medicaid cuts are cruel and unnecessary, and I will continue to work in coordination with Cook County to help Chicagoans.”

The OBBBA slashes approximately $1 trillion in Medicaid funding and $300 billion in Affordable Care Act funding over the next decade. As a result of the legislation and congressional Republicans’ failure to address expiring health care subsidies, up to 17 million Americans are projected to lose health insurance coverage, including approximately half a million people in Illinois, and hospitals that rely on Medicaid funding, especially those in rural areas, face risk of closure

Photos of the meeting are available here.

-30-",2025-09-11,https://www.durbin.senate.gov/newsroom/press-releases/durbin-meets-with-cook-county-board-of-commissioners-toni-preckwinkle-and-cook-county-health-leadership
PR_D000563_2025-09-11_71848,M:D000563,early,Durbin Speaks With Polish Chargé To Discuss Recent Russian Drone Incursions Into Poland,"WASHINGTON – U.S. Senate Democratic Whip Dick Durbin (D-IL) spoke by phone with the Head of Mission at the Polish Embassy, Bogdan Klich, to discuss Russia’s provocative incursion into Polish airspace over the last few days and weeks, creating a dangerous escalation of the war in Ukraine that marks the first time NATO planes engaged enemy targets in alliance airspace.

“Repeated violations of NATO airspace by Russian drones are a fair warning that Vladimir Putin is testing our resolve to protect Poland and the Baltic nations. After the carnage Putin continues to visit on Ukraine, these incursions cannot be ignored, which I reiterated to Mr. Klich today,’ said Durbin. “Poland is our ally, and I hope the Trump Administration takes these threats to NATO seriously.”

Durbin has visited Poland multiple times in recent years, including in February 2022 just days before Russia began its most recent assault on Ukraine. Chicago, Illinois is home to the largest population of those with Polish ancestry outside of Poland.

-30-",2025-09-11,https://www.durbin.senate.gov/newsroom/press-releases/durbin-speaks-with-polish-charge-to-discuss-recent-russian-drone-incursions-into-poland
PR_D000563_2025-09-11_82321,M:D000563,early,Durbin Statement On Senate Republicans Going Nuclear On President Trump's Nominations,"WASHINGTON – Today, U.S. Senate Democratic Whip Dick Durbin (D-IL), Ranking Member of the Senate Judiciary Committee, released the following statement after Senate Republicans voted to change Senate rules to fast-track President Trump’s unqualified nominees. The move undermines the ability of the Senate to fulfill its constitutional duty of advice and consent on nominations.

“Before the recess, Senate Democrats worked in good faith with Senate Republicans to negotiate a package of nominations to break the deadlock and move these nominations through the chamber in an expedited, professional, and bipartisan fashion. At the very last minute, however, President Trump blew up the negotiation. Rather than stand up to him, Senate Republicans are now willing to give away the Senate’s authority when it comes to advice and consent. Senate Republicans claim they are violating Senate rules just for this set of nominees, but I’m afraid this is going to open the door to rushing through more extreme nominations whose only qualification seems to be loyalty to the chief.”

-30-",2025-09-11,https://www.durbin.senate.gov/newsroom/press-releases/durbin-statement-on-senate-republicans-going-nuclear-on-president-trumps-nominations
PR_D000563_2025-09-11_95111,M:D000563,early,"In Speech On Senate Floor, Durbin Condemns Senate Republicans For Going Nuclear On President Trump's Nominations","The move would erode the Senate’s procedures and open the door to even more unqualified nominees

WASHINGTON – Today, U.S. Senate Democratic Whip Dick Durbin (D-IL), Ranking Member of the Senate Judiciary Committee, delivered a speech on the Senate floor denouncing Senate Republicans’ plan to change Senate rules to fast-track President Trump’s unqualified nominees. The move undermines the ability of the Senate to fulfill its constitutional duty of advice and consent on nominations.

“Before the recess, Senate Democrats worked in good faith with Senate Republicans to negotiate a package of nominations to break the deadlock and move these nominations through the chamber in an expedited, professional, [and] bipartisan fashion. At the very last minute, however, President Trump blew up the negotiation. Rather than stand up to him, Senate Republicans are now willing to give away the Senate’s authority when it comes to advice and consent,” said Durbin. “Senate Republicans claim they are violating Senate rules just for this set of nominees, but I’m afraid this is going to open the door to rushing through more extreme nominations whose only qualification seems to be loyalty to the chief.”

Durbin then spoke on the unqualified and extreme nominees that have already been confirmed by the Senate—including FBI Director Kash Patel. As a private citizen, Mr. Patel directed the purge of honorable career public servants at the FBI and then lied about it under oath at his confirmation hearing. Mr. Patel auditioned for the FBI job by trying to whitewash January 6, calling the rioters who stormed the Capitol “political prisoners” and producing the so-called January 6 Choir, which included several prisoners who violently assaulted police officers.

“I warned my colleagues that confirming Mr. Patel would risk our national security and public safety… My colleagues gave a green light to use the FBI’s vast surveillance and investigative power to go after President Trump’s critics. That is exactly what has happened,” Durbin continued.

Durbin also spoke about Aaron Reitz, nominated to be Assistant Attorney General for the Office of Legal Policy. At his confirmation hearing, Durbin asked him a very simple question: can an elected official defy a federal court order? Mr. Reitz refused to commit that an elected official must always follow a court order. He also holds extreme views, including that the Supreme Court opinion upholding marriage equality was a “low point in SCOTUS history,” and that “‘birthright citizenship’ is not a thing.” Senate Republicans dutifully confirmed Mr. Reitz, but he resigned after only three months on the job to run for Texas Attorney General.

“Senate Republicans also confirmed Jeanine Pirro as the U.S. Attorney for the District of Columbia… Ms. Pirro is another nominee who auditioned for a role in the Administration by declaring her loyalty to the President on TV for over a decade. Ms. Pirro’s repeated lies to millions of viewers about the 2020 election forced Fox News to pay nearly $800 million to settle defamation claims brought by Dominion Voting Systems. Like Mr. Patel, Ms. Pirro has claimed January 6 rioters were ‘hostages’… and she argued that prosecutors handling January 6 cases should themselves be criminally prosecuted,” Durbin said.

Although U.S. Attorneys are not included in the new rules change, Durbin spoke on the precedent then-Senator Vance created.

“It's been my honor and responsibility to vote on many nominees as part of the advice and consent section of the Constitution. Let me give you some facts about filling vacancies… We [Democrats and Republicans] filled the vacancies for U.S. Attorneys in President Donald Trump's first term. All [85] spots were filled without a single record vote… Then what happened under the Biden Administration? Unfortunately, something that we're still living with today and we see manifested in this procedural action. There was a decision made by one senator, Senator Vance of Ohio, now our Vice President, to stop the nominations on the floor for Biden's U.S. Attorneys by voice vote. He stood up and objected. He said… ‘I want to do this to grind the Department of Justice to a halt.’… I came to the floor on many occasions pleading with him to stop his effort… And so, we find ourselves where we are today, a standoff when it comes to U.S. Attorneys and other nominees because of this history. There is a way out of this mess. There's a bipartisan solution to this,” Durbin concluded.

Video of Durbin’s remarks on the Senate floor is available here.

Audio of Durbin’s remarks on the Senate floor is available here.

Footage of Durbin’s remarks on the Senate floor is available here for TV Stations.

-30-",2025-09-11,https://www.durbin.senate.gov/newsroom/press-releases/in-speech-on-senate-floor-durbin-condemns-senate-republicans-for-going-nuclear-on-president-trumps-nominations
PR_G000574_2025-09-11_66778,M:G000574,early,Gallego Introduces Bill to Ensure Auto-Gratuity is Covered by ‘No Tax on Tips’,"Legislation comes as the Trump administration begins to implement new ‘no tax on tips’ provision

WASHINGTON – Today, Senator Ruben Gallego (D-AZ) introduced the No Tax on Large Party Tips Act to clarify that auto-gratuities and recommended tips, such as those added by restaurants when serving large parties, are covered by the ‘no tax on tips’ provision of the One Big Beautiful Bill Act.

“The Republicans’ tax bill offers little relief to working Americans, and what relief it does offer – like no tax on tips – is shamefully short term. While no tax on tips expires in 2028, tax cuts for billionaires have no sunset. We must ensure that, while they last, as many workers as possible can benefits as much as possible,” said Senator Gallego.

The No Tax on Large Party Tips Act would consider auto-gratuities cash tips for the purposes of the income tax deduction.

The full bill text can be found HERE.

Although only 3 percent of workers in the U.S. regularly receive tips, it is one of the few provisions in the so-called One Big Beautiful Bill that benefits working people. While nothing short of repealing the law could offset the harm Medicaid and food cuts will have on low-income workers, Senator Gallego aims to ensure workers can make the most of what they can in OBBB.

At the end of the day, OBBB sells out the working class to pay for tax cuts for billionaires. Senator Gallego believes our tax code should put working people first. That is why he supports the American Family Act to permanently expand the Child Tax Credit (CTC) for middle-class and low-income families and the Tax Cut for Workers Act to expand the Earned Income Tax Credit (EITC).Last week, he introduced theYou Earn It, You Keep It Actto eliminate federal taxes on Social Security benefits, without impacting the Social Security Trust Fund.

9/11/25",2025-09-11,https://www.gallego.senate.gov/news/press-releases/gallego-introduces-bill-to-ensure-auto-gratuity-is-covered-by-no-tax-on-tips/
PR_G000574_2025-09-11_42552,M:G000574,early,Gallego Introduces Bill to Protect Striking Workers,"WASHINGTON – Today, Senator Ruben Gallego (D-AZ) introduced the Tax Cut for Striking Workers Act to ensure workers are not taxed on the small stipends they receive while on strike.

“When a worker goes on strike, they are making a massive sacrifice in order to fight for a better future. The strike funds they receive are how they how they continue to pay the rent and put food on the table,” said Senator Gallego. “To then be taxed on those funds is an extra hit striking workers just can’t afford. My bill fixes that.”

When workers go on strike, they may receive a small stipend to help cover some of their lost wages, usually paid from a strike fund set up by the union. Strike fund payments can vary by union but are usually just a few hundred dollars a week. Many workers are surprised when they later find out they owe federal taxes on these small payments.

The Tax Cut for Striking Workers Act would provide relief for striking workers by excluding compensation a worker receives from a union’s strike fund from a taxpayer’s gross income.

Full text of the legislation is available HERE.

The legislation is cosponsored by Senators Ron Wyden (D-OR), Jeff Merkley (D-OR), Kirsten Gillibrand (D-NY), Cory Booker (D-NJ), Richard Blumenthal (D-CT), Brian Schatz (D-HI), Tammy Baldwin (D-WI), Chris Van Hollen (D-MD), and John Fetterman (D-PA).

The Tax Cut for Striking Workers Act is supported by: United Mine Workers of America (UMWA), International Association of Sheet Metal, Air, Rail, and Transportation Workers (SMART), International Association of Machinists and Aerospace Workers (IAM), International Brotherhood of Teamsters, Communications Workers of America (CWA), International Alliance of Theatrical Stage Employees (IATSE), Iron Workers, United Food and Commercial Workers International Union (UFCW), American Federation of Teachers (AFT), Transport Workers Union of America (TWU), National Nurses United, American Federation of Musicians, National Federation of Federal Employees (NFFE-IAM), American Federation of State, County and Municipal Employees (AFSCME), Center for American Progress, AFL-CIO, United Steelworkers (USW).

Senator Gallego is a strong supporter of workers’ rights. Earlier this year, he introduced the Striking and Locked Out Workers Healthcare Protection Act to prevent employers from cancelling or altering health insurance for workers exercising their right to strike. He also backed the No Tax Breaks for Union Busting Act to end taxpayer subsidies for companies’ anti-union behavior, which corporations can currently deduct as a business expense.

He also supports the Richard L. Trumka Protecting the Right to Organize Act (PRO Act), comprehensive labor legislation to protect the rights of workers to stand together and bargain for fairer wages, better benefits, and safer workplaces.

9/11/25",2025-09-11,https://www.gallego.senate.gov/news/press-releases/gallego-introduces-bill-to-protect-striking-workers/
PR_G000555_2025-09-11_61147,M:G000555,early,"On The 24th Anniversary Of One Of America’s Darkest Days, Sens. Gillibrand, Schumer, McCormick Introduce Bipartisan Legislation To Fund The 9/11 Memorial And Museum","Today, ahead of the 24th anniversary of the September 11, 2001 terrorist attacks, Senate Democratic Leader Chuck Schumer (D-NY) and Senators Kirsten Gillibrand (D-NY) and Dave McCormick (R-PA) introduced the 9/11 Memorial and Museum Act. This legislation would authorize the Secretary of Homeland Security to make a one-time grant ranging from $5 million to $10 million to the 9/11 Memorial and Museum for operations, security, and maintenance of its facilities

“The 9/11 Memorial and Museum have played an important role in upholding our sacred promise to never forget our fellow New Yorkers and Americans and others we lost on 9/11 at the hands of murderous extremists. We also pay homage to those who bravely responded to the danger that day and those who gave of themselves in the days and months after the attack,” said Senator Schumer. “That’s why I’m proud to support this legislation that authorizes funding for the operations, security and maintenance of the 9/11 Memorial & Museum to continue honoring those who lost their lives and those who undertook brave acts of heroism nearly twenty-four years ago.”

“As we approach the 24th anniversary of one of the darkest days in our nation’s history, we must continue to honor our promise to never forget,” said Senator Gillibrand. “By providing funds to ensure that the 9/11 Memorial and Museum can sustain itself, this vital legislation would do just that, allowing the memorial and museum to continue educating the public while honoring the victims and the heroes of that terrible day. Our city and nation owe it to the victims to honor their legacies. Let’s get this done.”

“Americans of a certain age will always remember exactly where they were on the morning of September 11, 2001,” said Senator McCormick. “As time passes and wounds heal, it is imperative that we keep alive the memories of those we lost and who acted with unfathomable courage to prevent further tragedy. Providing these security funds to the 9/11 Memorial and Museum will ensure that generations to come will continue to honor the heroes we lost on that day, those who fought in America’s War on Terror, and the remarkable acts of resilience, unity, and selflessness in the years that followed.”

Located at the World Trade Center site, the 9/11 Memorial and Museum serves as a powerful tribute to the victims of the September 11, 2001 terrorist attacks. The memorial features twin reflecting pools set in the footprints of the original Twin Towers, surrounded by the engraved names of the victims. Inside the museum, artifacts, personal stories, multimedia displays, and recovered remnants of the buildings provide an in-depth and moving account of the events, preserving the history of the 9/11 attacks and honoring those who lost their lives that day. The institution also promotes education and remembrance through public programs and special exhibitions.

“The 9/11 Memorial & Museum is committed to educating a new generation about the impact of 9/11 by sharing stories of loss, resilience, service and unity,” said Beth Hillman, President & CEO, 9/11 Memorial & Museum. “In a few days, we read aloud the names of the nearly 3,000 victims killed and recognize the heroism of all those who raced toward danger to save others. We are grateful to Senators Gillibrand, McCormick, and Schumer for their partnership and critical support of the operations and security of this sacred site.“

The full text of the Act can be found here.

In addition to the 9/11 Memorial and Museum Act, Senator Gillibrand leads the 9/11 Responder and Survivor Health Funding Correction Act in the U.S. Senate. The bill would provide permanent and mandatory funding for the World Trade Center Health Program (WTCHP) and updates an outdated funding formula to prevent a future funding shortfall and ensure that survivors and first responders don’t lose access to care.

###",2025-09-11,https://www.gillibrand.senate.gov/news/press/release/on-the-24th-anniversary-of-one-of-americas-darkest-days-sens-gillibrand-schumer-mccormick-introduce-bipartisan-legislation-to-fund-the-9-11-memorial-and-museum/
PR_G000386_2025-09-11_32851,M:G000386,early,"Grassley, Ernst, Colleagues Reintroduce Bipartisan Legislation to Give Students Clear Estimate of College Costs","WASHINGTON – Sens. Chuck Grassley (R-Iowa) and Joni Ernst (R-Iowa) reintroduced bipartisan legislation to provide more transparency to students and families before taking out a federal loan. The Student Transparency for Understanding Decisions in Education Net Terms (STUDENT) Act increases transparency by giving prospective students and families a clear estimate of the total amount of interest they would owe based on the outstanding principal of all the students’ loans.

“As college students return to school, many are overwhelmed watching interest pile up on loans they never understood in the first place. Our STUDENT Act, along with other legislation I’ve introduced, shines a light on the true costs that students and families face. By increasing transparency, our legislation helps students make more informed decisions and empowers them to succeed,” Grassley said.

“The only time students should be given a cheat sheet is to reveal the true cost of college tuition. My bipartisan bill will pull back the curtain and give our students and their families the tools they need to make the best decisions for their financial future,” Ernst said.

""Students make better choices when you have the information necessary to do so. They need to understand the impact of the interest they will be charged, and this bill provides this vital information,” President and CEO of Iowa Student Loan Liquidity Corporation Steve McCullough said.

Additional cosponsors include Sens. Amy Klobuchar (D-Minn.), Tim Kaine (D-Va.) and Maggie Hassan (D-N.H.).

Text of the legislation can be found HERE.

Background:

Current law does not require the disclosure of the total interest amount that a student loan applicant would pay based on the applicable repayment plan. As a result, many students are not aware of the actual amount they will end up paying over the life of a loan. The STUDENT Act makes the disclosure of the total interest amount required during or before an applicant takes out a loan.

Grassley has introduced several bipartisan bills to help provide students and their families with better information about the costs of college, including:",2025-09-11,https://www.grassley.senate.gov/news/news-releases/grassley-ernst-colleagues-reintroduce-bipartisan-legislation-to-give-students-clear-estimate-of-college-costs
PR_G000386_2025-09-11_84136,M:G000386,early,"Judiciary Committee Advances Judicial Nominations for First and Ninth Circuits & Montana and Eastern Kentucky District Courts, Along with 17 U.S. Attorney Nominations","WASHINGTON – The Senate Judiciary Committee today advanced the following nominations:

Joshua D. Dunlap, to be United States Circuit Judge for the First Circuit, by a vote of 12-10;

Eric Chueyee Tung, to be United States Circuit Judge for the Ninth Circuit, by a vote of 12-10;

William W. Mercer, to be United States District Judge for the District of Montana, by a vote of 12-10;

Stephen Chad Meredith, to be United States District Judge for the Eastern District of Kentucky, by a vote of 12-10;

Arch Capito, to be United States Attorney for the Southern District of West Virginia, by a vote of 13-9;

David Dunavant, to be United States Attorney for the Western District of Tennessee, by a vote of 15-7;

Matthew Harvey, to be United States Attorney for the Northern District of West Virginia, by a vote of 17-5;

John Heekin, to be United States Attorney for the Northern District of Florida, by a vote of 12-10;

Leif Olson, to be United States Attorney for the Northern District of Iowa, by a vote of 12-10;

Adam Sleeper, to be United States Attorney for the District of the Virgin Islands, by a vote of 17-5;

David Toepfer, to be United States Attorney for the Northern District of Ohio, by a vote of 17-5;

Ronald A. Parsons, Jr., to be United States Attorney for South Dakota, by an en bloc vote of 16-6;

David Metcalf, to be United States Attorney for the Eastern District of Pennsylvania, by an en bloc vote of 16-6;

Bart McKay Davis, to be United States Attorney for Idaho, by an en bloc vote of 16-6;

Kurt Alme, to be United States Attorney for Montana, by an en bloc vote of 16-6;

Nicolas Chase, to be United States Attorney for North Dakota, by an en bloc vote of 16-6;

Lesley Murphy, to be United States Attorney for Nebraska, by an en bloc vote of 16-6;

Kurt Wall, to be United States Attorney for the Middle District of Louisiana, by an en bloc vote of 16-6;

David Waterman, to be United States Attorney for the Southern District of Iowa, by a vote of 20-2;

Daniel Rosen, to be United States Attorney for Minnesota, by a vote of 20-2;

Erik Seibert, to be United States Attorney for the Eastern District of Virginia, by a vote of 20-2.

Watch the executive business meeting HERE. A recording of the judicial nominations hearing can be found HERE.

Read Chairman Chuck Grassley’s (R-Iowa) opening statement at the executive business meeting HERE, and his statement at the judicial nominations hearing HERE.

-30-",2025-09-11,https://www.grassley.senate.gov/news/news-releases/judiciary-committee-advances-judicial-nominations-for-first-and-ninth-circuits-and-montana-and-eastern-kentucky-district-courts-along-with-17-us-attorney-nominations
PR_H001046_2025-09-11_22681,M:H001046,early,New Mexico politicians push for completion of tribal water rights,"New Mexico’s congressional delegation has called for Senate and House leaders to take steps toward completing tribal water settlements.

The U.S. pursues a policy of settling tribal water rights disputes whenever possible, according to the Bureau of Indian Affairs. The settlements are intended to help secure tribal rights to historic land, as well as permanent access to clean and reliable water supplies.

On Sept. 4, Sens. Martin Heinrich and Ben Ray Luján and Reps. Teresa Leger Fernández, Melanie Stansbury and Gabe Vasquez (D-NM) signed a bipartisan letter urging Senate Majority Leader John Thune and Speaker of the House Mike Johnson to prioritize the passage of six acts that would help settle water rights for tribes in New Mexico.

The Rio San José and Rio Jemez Water Rights Settlements Act would implement two fund-based water settlements: one for the Pueblos of Jemez and Zia, and another for the Pueblos of Acoma and Laguna

The Ohkay Owingeh Rio Chama Water Rights Settlement Act would establish a trust fund to implement settlements in the Rio Chama Basin.

The Zuni Indian Tribe Water Rights Settlement Act would allocate money toward a trust for sustainable water management that would protect the Zuni Salt Lake.

The Navajo Nation Rio San José Water Rights Settlement Act would approve the water rights settlement for the Navajo Nation.

The Navajo-Gallup Water Supply Project Amendments Act would amend the Navajo-Gallup Water Supply Project to ensure it has proper resources and time.

The Technical Corrections to the Northwestern New Mexico Rural Water Projects Act, Taos Pueblo Indian Water Rights Settlement Act and Aamodt Litigation Settlement Act would authorize millions toward three water resources development funds for the Navajo Nation, Taos Pueblo and Nambé, Pojoaque, San Ildefonso, and Tesuque Pueblos.

The New Mexico delegation reintroduced the six bills in February after first introducing them in 2023 and 2024.

“Completion of these settlements will save taxpayers millions of dollars, provide water access and certainty to Tribal and non-Tribal water users across the West, avoid years of protracted and costly litigation, and support the United States’ trust responsibility to Tribes,” the letter reads.

Heinrich and Leger Fernandez led the letter, along with Sen. Steve Daines (R-Mont.) and Rep. Ryan Zinke (R-Mont). Montana republicans Sen. Tim Sheehy and Rep. Troy Downing also signed the letter.",2025-09-11,https://www.heinrich.senate.gov/newsroom/in-the-news/new-mexico-politicians-push-for-completion-of-tribal-water-rights
PR_H001046_2025-09-11_95334,M:H001046,early,"Heinrich, Luján Announce Bipartisan Bill to Enhance 9-1-1 Emergency Response System Passes Senate","The legislation would improve Americans’ ability help when dialing 9-1-1, including during natural disasters, and make important updates to the classification of 9-1-1 dispatchers

Washington, D.C. – U.S. Senators Martin Heinrich (D-N.M.) and Ben Ray Luján (D-N.M.) announced that their bipartisan Enhancing First Response Act – introduced with U.S. Senators Amy Klobuchar (D-Minn.) and Marsha Blackburn (R-Tenn.) – passed the Senate. This legislation will make important updates to the nation’s 9-1-1 emergency reporting system to improve Americans’ ability to reach help when they dial 9-1-1, including during natural disasters.

The legislation will also reclassify 9-1-1 dispatchers as protective service workers, ensuring their job classification appropriately recognizes the lifesaving nature of their work.

“I’m very grateful that our legislation to help New Mexicans’ get help during an emergency or natural disaster has passed the Senate. This bill will improve the resiliency and reliability of 911 services, saving lives in the process. It will also ensure dispatchers are finally recognized for the essential work they do by officially classifying them as first responders, helping them access the important benefits they need and deserve,” said Heinrich.

“When an emergency or natural disaster strikes, New Mexicans depend on reliable communications networks to get the help they need,” said Luján. “I’m proud that our bipartisan legislation passed the U.S. Senate and is one step closer to becoming law. The Enhancing First Response Act is crucial to strengthening our 9-1-1 emergency response system and recognizing dispatchers for their lifesaving work.”

Specifically, the Enhancing First Response Act would:

Require the Federal Communications Commission (FCC) to issue a report after major natural disasters on the extent to which people were unable to reach 9-1-1 during the disaster and subsequent recovery efforts, and make recommendations to improve the resiliency of 9-1-1 systems to prevent future service disruptions;

Require the FCC to study the unreported 9-1-1 outages and develop recommendations to improve outage reporting and communication between mobile carriers experiencing network outages and 9-1-1 centers;

Update the classification of 9-1-1 dispatchers from clerical workers to protective service workers in the Standard Occupational Classification (SOC) to better reflect the life-saving work they perform each day. The SOC is a tool used by federal agencies to classify the workforce into useful, occupational categories; and

Require the FCC to report on the extent to which multi-line telephone system manufacturers and vendors have complied with Kari’s Law, which Senator Klobuchar worked to pass into law in 2018 to require the manufacturers of multi-line telephone systems to create systems that allow callers to reach 9-1-1 without dialing a prefix or postfix.

In addition to Heinrich, Luján, Klobuchar, and Blackburn, the legislation is cosponsored by Majority Leader John Thune (R-S.D) and Senators Dan Sullivan (R-Alaska), Shelley Moore Capito (R-W.Va.), Ed Markey (D-Mass.), Ted Budd (R- N.C.), Angus King (I-Maine), Mark Kelly (D-Ariz.), Mike Crapo (R-Idaho) and Maria Cantwell (D-Wash.).

This bill now goes to the House of Representatives for a vote.

Full bill text is available here.

###",2025-09-11,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-lujan-announce-bipartisan-bill-to-enhance-9-1-1-emergency-response-system-passes-senate
PR_H001046_2025-09-11_60355,M:H001046,early,"Heinrich Statement on Defiance of Bipartisan Cooperation, Departure of Decades of Precedent on ENR Committee, Opposition to FERC Nominees","WASHINGTON — In his opening statement during a business meeting on the U.S. Senate Energy and Natural Resources Committee to consider pending nominations and legislation, U.S. Senator Martin Heinrich (D-N.M.), Ranking Member of the Committee, criticized Chairman Mike Lee’s (R-Utah) lack of willingness to engage in good faith negotiation and his departure from the Committee’s longstanding history of bipartisan cooperation.

Additionally, Heinrich opposed Laura Swett and David LaCerte’s nominations for Federal Energy Regulatory Commission (FERC), noting the Trump Administration’s lack of willingness to follow the rule of the law.

VIDEO: U.S. Senator Martin Heinrich (D-N.M.) delivers opening remarks at a hearing to consider pending nominees and legislation before the Senate Energy and Natural Resources Committee, September 11, 2025.

“While I am glad to see an effort to move legislation out of this committee, this agenda was not the result of collaboration or even consultation between the majority and minority, as has been the longstanding practice on this Committee,” Heinrich stated, noting Chairman Lee’s unwillingness to cooperate with the minority in setting the hearing’s agenda.

“Unfortunately, this tradition of bipartisan collaboration and cooperation has been hitting some rocky waters. In a stark departure from the past practices of this committee under both Democratic and Republican leadership, the agenda for this business meeting was not the product of negotiation,” Heinrich continued. “Instead, the agenda was dictated by the Chairman alone, with no consultation at all on what the priorities of the minority are and where common ground might be found.

“I have talked with past chairs and with past ranking members of this committee and confirmed that this is not how this committee has operated in the past. I get it, life in the minority means that you don’t often get your way; but in my experience, the majority at least asks what your way looks like. Instead, it seems the Chairman intends to run this committee unilaterally. Unfortunately, I’m afraid that endangers the committee’s long track-record of accomplishing great things.”

A video of Heinrich’s opening remarks can be found here.

A transcript of Heinrich’s remarks as delivered is below:

Thank you, Mr. Chair.

Before we turn to the work of this Committee today, I want to take a moment to address the horrific act of political violence that we witnessed yesterday.

There is no place, none, for political violence in this country.

It is absolutely and always wrong — no matter who it targets, what their views may be, or how deeply we disagree with them.

And it is not enough to condemn political violence only when it is directed at those we agree with. We must condemn political violence just as strongly when it is directed at those we disagree with.

So, my thoughts are with Charlie Kirk's family, with his friends, some of whom are friends of mine, during this difficult time.

The first two items on today’s agenda are the nominations of Ms. Laura Swett and David LaCerte to be members of the Federal Energy Regulatory Commission.

By law, the Commission is structured to be both independent and bipartisan, and to have Members who have knowledge and experience with the industries that they regulate and the issues facing the Commission.

The Commission’s independence, its bipartisanship, and its Members’ expertise have always been part of its strength. They have contributed to, rather than detracting from, the making of good energy policy.

And I believe Ms. Swett has the necessary qualifications for this job.

She worked at FERC for 5 years, as a lawyer in the Office of Enforcement and as a senior advisor to Chairman McIntyre and to Commissioner McNamee. She has spent the last 5 years practicing energy law at respected firms.

In normal times, I would have supported her nomination. And I have told her this.

But these are not normal times. This Administration is issuing illegal stop work orders on fully permitted projects. They are creating a grid crisis, they are killing good union jobs, and they are raising electricity prices. And until they are willing to comply with the letter of the law, it will be difficult for me to support their nominations.

Mr. LaCerte, on the other hand, does not meet the basic statutory requirements. He has little or no experience with the complexities of our energy industries and markets, or with the intricacies of our energy laws.

As the Supreme Court said in 1935, the work of our independent regulatory commissions demands people who have knowledge of both regulatory requirements and the practical affairs of the industries that they regulate.

A Commissioner’s seat is not a place for on-the-job training or to acquire the knowledge and experience that Ms. Swett has spent the last 10 years of her professional life acquiring.

For these reasons, I will vote no on both nominations.

We also have three public lands bills on today’s agenda.

While I am glad to see an effort to move legislation out of this committee, this agenda was not the result of collaboration or even consultation between the majority and minority, as has been the longstanding practice on this committee.

In fact, the Energy and Natural Resources Committee has a long tradition of bipartisan cooperation going back decades, including the four former chairs and ranking members who still serve on this committee.

I have always admired the bipartisan way this committee has functioned under that past leadership—in no small part because it has allowed us to get a great deal done.

And although it’s never been easy, this committee has produced landmark legislation again and again—the 2009 and 2014 public lands packages; the Dingell Act; the 2020 Energy Policy Act; the Bipartisan Infrastructure Bill; and the Great American Outdoors Act; and more.

As a member of this committee, I have been glad to partner with Chairman Lee on geothermal policy, with Senator Murkowski on sportsmen’s issues, with Senator Daines to improve the Continental Divide Trail that connects our two states, and with Senator Risch on hardrock mine cleanup. Unfortunately, this tradition of bipartisan collaboration and cooperation has been hitting some rocky waters.

In a stark departure from the past practices of this committee under both Democratic and Republican leadership, the agenda for this business meeting was not the product of negotiation.

Instead, the agenda was dictated by the Chairman alone, with no consultation at all on what the priorities of the minority are and where common ground might be found.

I have talked with past chairs and with past ranking members of this committee and confirmed that this is not how this committee has operated in the past.

I get it, life in the minority means that you don’t often get your way; but in my experience, the majority at least asks what your way *looks like*.

Instead, it seems the Chairman intends to run this committee unilaterally. Unfortunately, I’m afraid that endangers the committee’s long track-record of accomplishing great things.

So, I am glad to support S. 909, to convey certain Federal Land in Arizona to La Paz County, Arizona.

I also support S. 472, to provide for the establishment of a Ski Area Fee Retention Account, though I understand that there are still a few technical details that need to be worked out before this bill moves to consideration by the full Senate.

I am not able to support S. 1453 today, and will be asking for a roll call vote on it. But I hope to be able to support it on the floor if we can find a path forward for our democratic priorities as well.

Thank you, Mr. Chairman.

###",2025-09-11,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-statement-on-defiance-of-bipartisan-cooperation-departure-of-decades-of-precedent-on-enr-committee-opposition-to-ferc-nominees
